school_name,store_page,schoolsupplier_id,products
Portree High,https://schoolwearmadeeasy.com/collections/portree-high,,
Riverbrae Secondary,https://schoolwearmadeeasy.com/collections/riverbrae-secondary,,
Sir E Scott Senior School,https://schoolwearmadeeasy.com/collections/sir-e-school-senior-school,,
St Andrews Academy,https://schoolwearmadeeasy.com/collections/st-andrews-academy,,
St Andrews Secondary Inverurie,https://schoolwearmadeeasy.com/collections/st-andrews-secondary-inverurie,,
St Benedicts High,https://schoolwearmadeeasy.com/collections/st-benedicts-high,,
St Lukes High,https://schoolwearmadeeasy.com/collections/st-lukes-high,,
St Matthews Academy,https://schoolwearmadeeasy.com/collections/st-matthews-academy,,
Stanecastle Secondary,https://schoolwearmadeeasy.com/collections/stanecastle-secondary,,
Thurso High,https://schoolwearmadeeasy.com/collections/thurso-high,,
Trinity High,https://schoolwearmadeeasy.com/collections/trinity-high,,
Turriff Academy,https://schoolwearmadeeasy.com/collections/turriff-academy,,
Wallace Hall Academy,https://schoolwearmadeeasy.com/collections/wallace-hall-academy,,
Wick High,https://schoolwearmadeeasy.com/collections/wick-high,,
Woodfarm High,https://schoolwearmadeeasy.com/collections/woodfarm-high,,
Clydebank Squadron 1740,https://schoolwearmadeeasy.com/collections/clydebank-squadron-1741,,
Dumbarton Blackburn Squadron 1777,https://schoolwearmadeeasy.com/collections/dumbarton-blackburn-squadron-1777,,
Johnstone Squadron 1701,https://schoolwearmadeeasy.com/collections/johnstone-squadron-1701,,
Maryhill Squadron 122,https://schoolwearmadeeasy.com/collections/maryhill-squadron-122,,
Paisley Squadron 396,https://schoolwearmadeeasy.com/collections/paisley-squadron-396,,
Rolls Royce Squadron 2175,https://schoolwearmadeeasy.com/collections/rolls-royce-squadron-2175,,
Dargavel ELCC Staff,https://schoolwearmadeeasy.com/collections/dargavel-elcc-staff,,
Dunbeg Primary Staff,https://schoolwearmadeeasy.com/collections/dunbeg-primary-staff,,
Girvan Early Years Staff,https://schoolwearmadeeasy.com/collections/givan-early-years-staff,,
Healthy Steps Childcare,https://schoolwearmadeeasy.com/collections/healthy-steps-childcare-1,,
Ivy In The Park Staff,https://schoolwearmadeeasy.com/collections/ivy-in-the-park-staff,,
Ivy Kindergarten Staff,https://schoolwearmadeeasy.com/collections/ivy-kindergarten-staff,,
Kirkstyle ELC Carluke Staff,https://schoolwearmadeeasy.com/collections/kirkstyle-elc-carluke-staff,,
My Second Home Nursery,https://schoolwearmadeeasy.com/collections/my-second-home-nursery-staff,,
Primrose City Nursery Staff,https://schoolwearmadeeasy.com/collections/primrose-city-nursery-staff,,
Primrose Day Nursery Staff,https://schoolwearmadeeasy.com/collections/primrose-day-nursery-staff,,
Renton Primary Staff,https://schoolwearmadeeasy.com/collections/renton-primary-staff,,
Summers Nursery Staff,https://schoolwearmadeeasy.com/collections/summers-nursery-staff,,
